trip_id,date,day_of_week,is_weekend,route_id,bus_id,stop_id,stop_sequence,scheduled_hour,scheduled_minute,is_peak_hour,weather,temperature_c,nearby_event,distance_from_prev_stop_km,traffic_level,delay_minutes,passengers_boarding,passengers_alighting,onboard_after_stop,bus_capacity,occupancy_pct,ramp_status,wheelchair_requests,recommended_action
trip-005120,2026-07-07,1,False,C1,BUS-102,mmu,2,10,57,False,clear,29.6,False,1.149,low,1.4,5,4,18,40,0.45,deployed,0,on_schedule
trip-005120,2026-07-07,1,False,C1,BUS-102,cyberia,3,11,3,False,clear,29.6,False,0.522,low,1.4,5,2,21,40,0.525,deployed,0,on_schedule
trip-005120,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,11,9,False,clear,29.6,False,2.512,low,4.3,4,5,20,40,0.5,deployed,0,on_schedule
trip-005121,2026-07-07,1,False,C1,BUS-103,terminal,0,11,0,False,clear,29.6,False,0.0,medium,0.4,5,0,5,40,0.125,deployed,0,on_schedule
trip-005121,2026-07-07,1,False,C1,BUS-103,dpulze,1,11,6,False,clear,29.6,False,0.603,low,1.8,4,1,8,40,0.2,deployed,0,on_schedule
trip-005121,2026-07-07,1,False,C1,BUS-103,mmu,2,11,12,False,clear,29.6,False,1.149,low,1.8,10,1,17,40,0.425,deployed,0,on_schedule
trip-005121,2026-07-07,1,False,C1,BUS-103,cyberia,3,11,18,False,clear,29.6,False,0.522,low,1.8,5,5,17,40,0.425,deployed,0,on_schedule
trip-005121,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,11,24,False,clear,29.6,False,2.512,low,2.2,8,8,17,40,0.425,deployed,0,on_schedule
trip-005122,2026-07-07,1,False,C1,BUS-101,terminal,0,11,15,False,clear,29.6,False,0.0,low,0.2,5,0,5,40,0.125,deployed,0,on_schedule
trip-005122,2026-07-07,1,False,C1,BUS-101,dpulze,1,11,21,False,clear,29.6,False,0.603,low,0.2,3,0,8,40,0.2,deployed,0,on_schedule
trip-005122,2026-07-07,1,False,C1,BUS-101,mmu,2,11,27,False,clear,29.6,False,1.149,medium,0.4,5,3,10,40,0.25,deployed,0,on_schedule
trip-005122,2026-07-07,1,False,C1,BUS-101,cyberia,3,11,33,False,clear,29.6,False,0.522,low,0.4,9,1,18,40,0.45,deployed,1,on_schedule
trip-005122,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,11,39,False,clear,29.6,False,2.512,low,0.4,5,8,15,40,0.375,deployed,0,on_schedule
trip-005123,2026-07-07,1,False,C1,BUS-102,terminal,0,11,30,False,clear,29.6,False,0.0,low,1.3,6,0,6,40,0.15,deployed,0,on_schedule
trip-005123,2026-07-07,1,False,C1,BUS-102,dpulze,1,11,36,False,clear,29.6,False,0.603,medium,3.0,12,1,17,40,0.425,deployed,0,on_schedule
trip-005123,2026-07-07,1,False,C1,BUS-102,mmu,2,11,42,False,clear,29.6,False,1.149,low,3.0,6,5,18,40,0.45,deployed,0,on_schedule
trip-005123,2026-07-07,1,False,C1,BUS-102,cyberia,3,11,48,False,clear,29.6,False,0.522,low,6.2,5,4,19,40,0.475,deployed,1,on_schedule
trip-005123,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,11,54,False,clear,29.6,False,2.512,low,6.8,6,4,21,40,0.525,deployed,0,on_schedule
trip-005124,2026-07-07,1,False,C1,BUS-103,terminal,0,11,45,False,clear,29.6,False,0.0,low,0.0,5,0,5,40,0.125,deployed,0,on_schedule
trip-005124,2026-07-07,1,False,C1,BUS-103,dpulze,1,11,51,False,clear,29.6,False,0.603,medium,1.1,5,1,9,40,0.225,deployed,0,on_schedule
trip-005124,2026-07-07,1,False,C1,BUS-103,mmu,2,11,57,False,clear,29.6,False,1.149,medium,1.1,5,1,13,40,0.325,deployed,0,on_schedule
trip-005124,2026-07-07,1,False,C1,BUS-103,cyberia,3,12,3,False,clear,29.6,False,0.522,low,2.9,9,1,21,40,0.525,deployed,0,on_schedule
trip-005124,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,12,9,False,clear,29.6,False,2.512,low,4.7,6,5,22,40,0.55,deployed,0,on_schedule
trip-005125,2026-07-07,1,False,C1,BUS-101,terminal,0,12,0,False,clear,29.6,False,0.0,low,3.0,6,0,6,40,0.15,deployed,0,on_schedule
trip-005125,2026-07-07,1,False,C1,BUS-101,dpulze,1,12,6,False,clear,29.6,False,0.603,medium,3.0,5,2,9,40,0.225,deployed,0,on_schedule
trip-005125,2026-07-07,1,False,C1,BUS-101,mmu,2,12,12,False,clear,29.6,False,1.149,low,4.8,7,2,14,40,0.35,deployed,0,on_schedule
trip-005125,2026-07-07,1,False,C1,BUS-101,cyberia,3,12,18,False,clear,29.6,False,0.522,low,7.8,3,4,13,40,0.325,deployed,0,on_schedule
trip-005125,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,12,24,False,clear,29.6,False,2.512,low,8.2,8,4,17,40,0.425,deployed,1,reroute_check
trip-005126,2026-07-07,1,False,C1,BUS-102,terminal,0,12,15,False,clear,29.6,False,0.0,medium,0.0,3,0,3,40,0.075,deployed,1,on_schedule
trip-005126,2026-07-07,1,False,C1,BUS-102,dpulze,1,12,21,False,clear,29.6,False,0.603,low,0.0,9,3,9,40,0.225,deployed,0,on_schedule
trip-005126,2026-07-07,1,False,C1,BUS-102,mmu,2,12,27,False,clear,29.6,False,1.149,medium,1.4,6,3,12,40,0.3,deployed,0,on_schedule
trip-005126,2026-07-07,1,False,C1,BUS-102,cyberia,3,12,33,False,clear,29.6,False,0.522,low,1.4,3,4,11,40,0.275,deployed,0,on_schedule
trip-005126,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,12,39,False,clear,29.6,False,2.512,low,2.6,3,5,9,40,0.225,deployed,1,on_schedule
trip-005127,2026-07-07,1,False,C1,BUS-103,terminal,0,12,30,False,clear,29.6,False,0.0,low,0.0,6,0,6,40,0.15,deployed,0,on_schedule
trip-005127,2026-07-07,1,False,C1,BUS-103,dpulze,1,12,36,False,clear,29.6,False,0.603,low,1.7,7,2,11,40,0.275,deployed,0,on_schedule
trip-005127,2026-07-07,1,False,C1,BUS-103,mmu,2,12,42,False,clear,29.6,False,1.149,medium,3.7,6,3,14,40,0.35,deployed,1,on_schedule
trip-005127,2026-07-07,1,False,C1,BUS-103,cyberia,3,12,48,False,clear,29.6,False,0.522,low,4.0,3,2,15,40,0.375,deployed,0,on_schedule
trip-005127,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,12,54,False,clear,29.6,False,2.512,low,4.1,2,3,14,40,0.35,deployed,0,on_schedule
trip-005128,2026-07-07,1,False,C1,BUS-101,terminal,0,12,45,False,clear,29.6,False,0.0,medium,1.4,9,0,9,40,0.225,deployed,0,on_schedule
trip-005128,2026-07-07,1,False,C1,BUS-101,dpulze,1,12,51,False,clear,29.6,False,0.603,medium,2.0,4,3,10,40,0.25,deployed,1,on_schedule
trip-005128,2026-07-07,1,False,C1,BUS-101,mmu,2,12,57,False,clear,29.6,False,1.149,medium,3.0,7,2,15,40,0.375,deployed,0,on_schedule
trip-005128,2026-07-07,1,False,C1,BUS-101,cyberia,3,13,3,False,clear,29.6,False,0.522,low,4.8,8,7,16,40,0.4,deployed,0,on_schedule
trip-005128,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,13,9,False,clear,29.6,False,2.512,low,8.1,13,2,27,40,0.675,deployed,0,reroute_check
trip-005129,2026-07-07,1,False,C1,BUS-102,terminal,0,13,0,False,clear,29.6,False,0.0,low,0.0,8,0,8,40,0.2,deployed,0,on_schedule
trip-005129,2026-07-07,1,False,C1,BUS-102,dpulze,1,13,6,False,clear,29.6,False,0.603,low,0.0,3,5,6,40,0.15,deployed,1,on_schedule
trip-005129,2026-07-07,1,False,C1,BUS-102,mmu,2,13,12,False,clear,29.6,False,1.149,low,0.4,5,0,11,40,0.275,deployed,0,on_schedule
trip-005129,2026-07-07,1,False,C1,BUS-102,cyberia,3,13,18,False,clear,29.6,False,0.522,low,0.5,7,6,12,40,0.3,deployed,0,on_schedule
trip-005129,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,13,24,False,clear,29.6,False,2.512,low,2.9,3,4,11,40,0.275,deployed,0,on_schedule
trip-005130,2026-07-07,1,False,C1,BUS-103,terminal,0,13,15,False,clear,29.6,False,0.0,medium,2.6,6,0,6,40,0.15,deployed,0,on_schedule
trip-005130,2026-07-07,1,False,C1,BUS-103,dpulze,1,13,21,False,clear,29.6,False,0.603,low,2.6,6,1,11,40,0.275,deployed,0,on_schedule
trip-005130,2026-07-07,1,False,C1,BUS-103,mmu,2,13,27,False,clear,29.6,False,1.149,low,2.6,9,4,16,40,0.4,deployed,1,on_schedule
trip-005130,2026-07-07,1,False,C1,BUS-103,cyberia,3,13,33,False,clear,29.6,False,0.522,medium,3.4,4,7,13,40,0.325,deployed,0,on_schedule
trip-005130,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,13,39,False,clear,29.6,False,2.512,low,4.4,7,3,17,40,0.425,deployed,0,on_schedule
trip-005131,2026-07-07,1,False,C1,BUS-101,terminal,0,13,30,False,clear,29.6,False,0.0,low,0.3,3,0,3,40,0.075,deployed,0,on_schedule
trip-005131,2026-07-07,1,False,C1,BUS-101,dpulze,1,13,36,False,clear,29.6,False,0.603,medium,4.0,8,0,11,40,0.275,deployed,0,on_schedule
trip-005131,2026-07-07,1,False,C1,BUS-101,mmu,2,13,42,False,clear,29.6,False,1.149,low,6.3,2,2,11,40,0.275,deployed,0,on_schedule
trip-005131,2026-07-07,1,False,C1,BUS-101,cyberia,3,13,48,False,clear,29.6,False,0.522,low,9.7,4,4,11,40,0.275,deployed,0,reroute_check
trip-005131,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,13,54,False,clear,29.6,False,2.512,low,9.7,5,2,14,40,0.35,deployed,0,reroute_check
trip-005132,2026-07-07,1,False,C1,BUS-102,terminal,0,13,45,False,clear,29.6,False,0.0,low,0.7,3,0,3,40,0.075,deployed,0,on_schedule
trip-005132,2026-07-07,1,False,C1,BUS-102,dpulze,1,13,51,False,clear,29.6,False,0.603,low,0.7,5,3,5,40,0.125,deployed,0,on_schedule
trip-005132,2026-07-07,1,False,C1,BUS-102,mmu,2,13,57,False,clear,29.6,False,1.149,low,1.7,7,1,11,40,0.275,deployed,0,on_schedule
trip-005132,2026-07-07,1,False,C1,BUS-102,cyberia,3,14,3,False,clear,29.6,False,0.522,low,1.7,6,4,13,40,0.325,deployed,0,on_schedule
trip-005132,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,14,9,False,clear,29.6,False,2.512,low,1.7,1,3,11,40,0.275,deployed,0,on_schedule
trip-005133,2026-07-07,1,False,C1,BUS-103,terminal,0,14,0,False,clear,29.6,False,0.0,low,2.3,7,0,7,40,0.175,deployed,0,on_schedule
trip-005133,2026-07-07,1,False,C1,BUS-103,dpulze,1,14,6,False,clear,29.6,False,0.603,low,3.7,9,3,13,40,0.325,deployed,0,on_schedule
trip-005133,2026-07-07,1,False,C1,BUS-103,mmu,2,14,12,False,clear,29.6,False,1.149,low,5.4,5,5,13,40,0.325,deployed,0,on_schedule
trip-005133,2026-07-07,1,False,C1,BUS-103,cyberia,3,14,18,False,clear,29.6,False,0.522,low,5.7,8,3,18,40,0.45,deployed,0,on_schedule
trip-005133,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,14,24,False,clear,29.6,False,2.512,low,6.9,2,6,14,40,0.35,deployed,0,on_schedule
trip-005134,2026-07-07,1,False,C1,BUS-101,terminal,0,14,15,False,clear,29.6,False,0.0,low,0.0,6,0,6,40,0.15,deployed,0,on_schedule
trip-005134,2026-07-07,1,False,C1,BUS-101,dpulze,1,14,21,False,clear,29.6,False,0.603,low,1.2,5,3,8,40,0.2,deployed,0,on_schedule
trip-005134,2026-07-07,1,False,C1,BUS-101,mmu,2,14,27,False,clear,29.6,False,1.149,low,3.9,3,1,10,40,0.25,deployed,0,on_schedule
trip-005134,2026-07-07,1,False,C1,BUS-101,cyberia,3,14,33,False,clear,29.6,False,0.522,low,4.2,8,3,15,40,0.375,deployed,0,on_schedule
trip-005134,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,14,39,False,clear,29.6,False,2.512,low,4.2,10,7,18,40,0.45,deployed,0,on_schedule
trip-005135,2026-07-07,1,False,C1,BUS-102,terminal,0,14,30,False,clear,29.6,False,0.0,medium,0.2,3,0,3,40,0.075,deployed,0,on_schedule
trip-005135,2026-07-07,1,False,C1,BUS-102,dpulze,1,14,36,False,clear,29.6,False,0.603,medium,1.8,6,0,9,40,0.225,deployed,1,on_schedule
trip-005135,2026-07-07,1,False,C1,BUS-102,mmu,2,14,42,False,clear,29.6,False,1.149,low,2.1,9,3,15,40,0.375,deployed,0,on_schedule
trip-005135,2026-07-07,1,False,C1,BUS-102,cyberia,3,14,48,False,clear,29.6,False,0.522,low,4.5,3,4,14,40,0.35,deployed,0,on_schedule
trip-005135,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,14,54,False,clear,29.6,False,2.512,low,4.7,4,2,16,40,0.4,deployed,0,on_schedule
trip-005136,2026-07-07,1,False,C1,BUS-103,terminal,0,14,45,False,clear,29.6,False,0.0,low,1.4,6,0,6,40,0.15,deployed,0,on_schedule
trip-005136,2026-07-07,1,False,C1,BUS-103,dpulze,1,14,51,False,clear,29.6,False,0.603,low,1.4,4,2,8,40,0.2,deployed,0,on_schedule
trip-005136,2026-07-07,1,False,C1,BUS-103,mmu,2,14,57,False,clear,29.6,False,1.149,low,1.4,7,0,15,40,0.375,deployed,1,on_schedule
trip-005136,2026-07-07,1,False,C1,BUS-103,cyberia,3,15,3,False,clear,29.6,False,0.522,medium,2.4,2,5,12,40,0.3,deployed,0,on_schedule
trip-005136,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,15,9,False,clear,29.6,False,2.512,low,3.3,8,3,17,40,0.425,deployed,1,on_schedule
trip-005137,2026-07-07,1,False,C1,BUS-101,terminal,0,15,0,False,clear,29.6,False,0.0,low,0.1,4,0,4,40,0.1,deployed,0,on_schedule
trip-005137,2026-07-07,1,False,C1,BUS-101,dpulze,1,15,6,False,clear,29.6,False,0.603,low,0.1,4,1,7,40,0.175,deployed,0,on_schedule
trip-005137,2026-07-07,1,False,C1,BUS-101,mmu,2,15,12,False,clear,29.6,False,1.149,low,1.3,9,0,16,40,0.4,deployed,1,on_schedule
trip-005137,2026-07-07,1,False,C1,BUS-101,cyberia,3,15,18,False,clear,29.6,False,0.522,medium,1.3,3,6,13,40,0.325,deployed,0,on_schedule
trip-005137,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,15,24,False,clear,29.6,False,2.512,low,2.3,10,4,19,40,0.475,deployed,0,on_schedule
trip-005138,2026-07-07,1,False,C1,BUS-102,terminal,0,15,15,False,clear,29.6,False,0.0,low,0.0,6,0,6,40,0.15,deployed,0,on_schedule
trip-005138,2026-07-07,1,False,C1,BUS-102,dpulze,1,15,21,False,clear,29.6,False,0.603,low,1.8,5,2,9,40,0.225,deployed,0,on_schedule
trip-005138,2026-07-07,1,False,C1,BUS-102,mmu,2,15,27,False,clear,29.6,False,1.149,low,1.8,2,4,7,40,0.175,deployed,0,on_schedule
trip-005138,2026-07-07,1,False,C1,BUS-102,cyberia,3,15,33,False,clear,29.6,False,0.522,low,2.7,5,0,12,40,0.3,deployed,0,on_schedule
trip-005138,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,15,39,False,clear,29.6,False,2.512,low,4.2,3,1,14,40,0.35,deployed,1,on_schedule
trip-005139,2026-07-07,1,False,C1,BUS-103,terminal,0,15,30,False,clear,29.6,False,0.0,medium,2.5,8,0,8,40,0.2,deployed,0,on_schedule
trip-005139,2026-07-07,1,False,C1,BUS-103,dpulze,1,15,36,False,clear,29.6,False,0.603,low,3.7,5,3,10,40,0.25,deployed,0,on_schedule
trip-005139,2026-07-07,1,False,C1,BUS-103,mmu,2,15,42,False,clear,29.6,False,1.149,low,3.7,4,3,11,40,0.275,deployed,0,on_schedule
trip-005139,2026-07-07,1,False,C1,BUS-103,cyberia,3,15,48,False,clear,29.6,False,0.522,low,5.2,6,2,15,40,0.375,deployed,0,on_schedule
trip-005139,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,15,54,False,clear,29.6,False,2.512,low,6.4,8,5,18,40,0.45,deployed,0,on_schedule
trip-005140,2026-07-07,1,False,C1,BUS-101,terminal,0,15,45,False,clear,29.6,False,0.0,low,2.5,7,0,7,40,0.175,deployed,2,on_schedule
trip-005140,2026-07-07,1,False,C1,BUS-101,dpulze,1,15,51,False,clear,29.6,False,0.603,low,2.5,7,2,12,40,0.3,deployed,0,on_schedule
trip-005140,2026-07-07,1,False,C1,BUS-101,mmu,2,15,57,False,clear,29.6,False,1.149,low,2.6,7,3,16,40,0.4,deployed,1,on_schedule
trip-005140,2026-07-07,1,False,C1,BUS-101,cyberia,3,16,3,False,clear,29.6,False,0.522,low,2.6,7,4,19,40,0.475,deployed,0,on_schedule
trip-005140,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,16,9,False,clear,29.6,False,2.512,low,4.8,4,5,18,40,0.45,deployed,0,on_schedule
trip-005141,2026-07-07,1,False,C1,BUS-102,terminal,0,16,0,False,clear,29.6,False,0.0,low,0.0,7,0,7,40,0.175,deployed,0,on_schedule
trip-005141,2026-07-07,1,False,C1,BUS-102,dpulze,1,16,6,False,clear,29.6,False,0.603,low,0.3,11,1,17,40,0.425,deployed,0,on_schedule
trip-005141,2026-07-07,1,False,C1,BUS-102,mmu,2,16,12,False,clear,29.6,False,1.149,low,0.6,7,2,22,40,0.55,deployed,0,on_schedule
trip-005141,2026-07-07,1,False,C1,BUS-102,cyberia,3,16,18,False,clear,29.6,False,0.522,low,0.6,4,8,18,40,0.45,deployed,0,on_schedule
trip-005141,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,16,24,False,clear,29.6,False,2.512,low,3.1,5,1,22,40,0.55,deployed,0,on_schedule
trip-005142,2026-07-07,1,False,C1,BUS-103,terminal,0,16,15,False,clear,29.6,False,0.0,low,2.2,8,0,8,40,0.2,deployed,0,on_schedule
trip-005142,2026-07-07,1,False,C1,BUS-103,dpulze,1,16,21,False,clear,29.6,False,0.603,low,2.2,4,5,7,40,0.175,deployed,0,on_schedule
trip-005142,2026-07-07,1,False,C1,BUS-103,mmu,2,16,27,False,clear,29.6,False,1.149,low,3.4,11,4,14,40,0.35,deployed,1,on_schedule
trip-005142,2026-07-07,1,False,C1,BUS-103,cyberia,3,16,33,False,clear,29.6,False,0.522,low,3.4,7,5,16,40,0.4,deployed,0,on_schedule
trip-005142,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,16,39,False,clear,29.6,False,2.512,low,3.9,7,2,21,40,0.525,deployed,0,on_schedule
trip-005143,2026-07-07,1,False,C1,BUS-101,terminal,0,16,30,False,clear,29.6,False,0.0,low,0.6,8,0,8,40,0.2,deployed,0,on_schedule
trip-005143,2026-07-07,1,False,C1,BUS-101,dpulze,1,16,36,False,clear,29.6,False,0.603,low,2.7,14,4,18,40,0.45,deployed,0,on_schedule
trip-005143,2026-07-07,1,False,C1,BUS-101,mmu,2,16,42,False,clear,29.6,False,1.149,low,3.4,5,4,19,40,0.475,deployed,1,on_schedule
trip-005143,2026-07-07,1,False,C1,BUS-101,cyberia,3,16,48,False,clear,29.6,False,0.522,low,3.5,7,6,20,40,0.5,deployed,0,on_schedule
trip-005143,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,16,54,False,clear,29.6,False,2.512,low,5.4,6,2,24,40,0.6,deployed,0,on_schedule
trip-005144,2026-07-07,1,False,C1,BUS-102,terminal,0,16,45,False,clear,29.6,False,0.0,low,0.4,8,0,8,40,0.2,deployed,1,on_schedule
trip-005144,2026-07-07,1,False,C1,BUS-102,dpulze,1,16,51,False,clear,29.6,False,0.603,low,1.6,7,3,12,40,0.3,deployed,0,on_schedule
trip-005144,2026-07-07,1,False,C1,BUS-102,mmu,2,16,57,False,clear,29.6,False,1.149,low,2.0,4,3,13,40,0.325,deployed,0,on_schedule
trip-005144,2026-07-07,1,False,C1,BUS-102,cyberia,3,17,3,True,clear,29.6,False,0.522,medium,4.8,15,2,26,40,0.65,deployed,1,on_schedule
trip-005144,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,17,9,True,clear,29.6,False,2.512,high,7.0,17,7,36,40,0.9,deployed,1,monitor
trip-005145,2026-07-07,1,False,C1,BUS-103,terminal,0,17,0,True,clear,29.6,False,0.0,medium,2.8,12,0,12,40,0.3,deployed,0,on_schedule
trip-005145,2026-07-07,1,False,C1,BUS-103,dpulze,1,17,6,True,clear,29.6,False,0.603,medium,6.6,8,4,16,40,0.4,deployed,0,on_schedule
trip-005145,2026-07-07,1,False,C1,BUS-103,mmu,2,17,12,True,clear,29.6,False,1.149,medium,8.0,15,2,29,40,0.725,deployed,0,on_schedule
trip-005145,2026-07-07,1,False,C1,BUS-103,cyberia,3,17,18,True,clear,29.6,False,0.522,high,11.7,13,7,35,40,0.875,deployed,1,monitor
trip-005145,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,17,24,True,clear,29.6,False,2.512,medium,12.8,8,13,30,40,0.75,deployed,0,reroute_check
trip-005146,2026-07-07,1,False,C1,BUS-101,terminal,0,17,15,True,clear,29.6,False,0.0,medium,3.6,19,0,19,40,0.475,deployed,0,on_schedule
trip-005146,2026-07-07,1,False,C1,BUS-101,dpulze,1,17,21,True,clear,29.6,False,0.603,medium,4.4,20,5,34,40,0.85,deployed,0,monitor
trip-005146,2026-07-07,1,False,C1,BUS-101,mmu,2,17,27,True,clear,29.6,False,1.149,high,9.4,12,12,34,40,0.85,deployed,0,monitor
trip-005146,2026-07-07,1,False,C1,BUS-101,cyberia,3,17,33,True,clear,29.6,False,0.522,high,14.8,16,11,39,40,0.975,deployed,0,add_bus
trip-005146,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,17,39,True,clear,29.6,False,2.512,high,16.7,16,7,48,40,1.2,deployed,0,add_bus
trip-005147,2026-07-07,1,False,C1,BUS-102,terminal,0,17,30,True,clear,29.6,False,0.0,medium,3.5,14,0,14,40,0.35,deployed,0,on_schedule
trip-005147,2026-07-07,1,False,C1,BUS-102,dpulze,1,17,36,True,clear,29.6,False,0.603,high,4.8,16,1,29,40,0.725,deployed,0,on_schedule
trip-005147,2026-07-07,1,False,C1,BUS-102,mmu,2,17,42,True,clear,29.6,False,1.149,high,5.9,12,6,35,40,0.875,deployed,0,monitor
trip-005147,2026-07-07,1,False,C1,BUS-102,cyberia,3,17,48,True,clear,29.6,False,0.522,medium,9.0,10,13,32,40,0.8,deployed,0,monitor
trip-005147,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,17,54,True,clear,29.6,False,2.512,medium,10.2,21,9,44,40,1.1,deployed,0,add_bus
trip-005148,2026-07-07,1,False,C1,BUS-103,terminal,0,17,45,True,clear,29.6,False,0.0,medium,2.1,10,0,10,40,0.25,deployed,0,on_schedule
trip-005148,2026-07-07,1,False,C1,BUS-103,dpulze,1,17,51,True,clear,29.6,False,0.603,high,4.3,14,5,19,40,0.475,deployed,0,on_schedule
trip-005148,2026-07-07,1,False,C1,BUS-103,mmu,2,17,57,True,clear,29.6,False,1.149,high,7.4,10,5,24,40,0.6,deployed,0,on_schedule
trip-005148,2026-07-07,1,False,C1,BUS-103,cyberia,3,18,3,True,clear,29.6,False,0.522,medium,11.7,15,12,27,40,0.675,deployed,0,reroute_check
trip-005148,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,18,9,True,clear,29.6,False,2.512,high,17.0,9,8,28,40,0.7,deployed,0,reroute_check
trip-005149,2026-07-07,1,False,C1,BUS-101,terminal,0,18,0,True,clear,29.6,False,0.0,high,5.3,14,0,14,40,0.35,deployed,0,on_schedule
trip-005149,2026-07-07,1,False,C1,BUS-101,dpulze,1,18,6,True,clear,29.6,False,0.603,medium,9.0,11,5,20,40,0.5,deployed,0,reroute_check
trip-005149,2026-07-07,1,False,C1,BUS-101,mmu,2,18,12,True,clear,29.6,False,1.149,high,10.8,10,6,24,40,0.6,deployed,0,reroute_check
trip-005149,2026-07-07,1,False,C1,BUS-101,cyberia,3,18,18,True,clear,29.6,False,0.522,high,13.4,16,9,31,40,0.775,deployed,0,monitor
trip-005149,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,18,24,True,clear,29.6,False,2.512,medium,15.8,17,11,37,40,0.925,deployed,1,monitor
trip-005150,2026-07-07,1,False,C1,BUS-102,terminal,0,18,15,True,clear,29.6,False,0.0,high,4.8,17,0,17,40,0.425,deployed,0,on_schedule
trip-005150,2026-07-07,1,False,C1,BUS-102,dpulze,1,18,21,True,clear,29.6,False,0.603,medium,8.2,11,3,25,40,0.625,deployed,0,reroute_check
trip-005150,2026-07-07,1,False,C1,BUS-102,mmu,2,18,27,True,clear,29.6,False,1.149,medium,11.0,14,7,32,40,0.8,deployed,0,monitor
trip-005150,2026-07-07,1,False,C1,BUS-102,cyberia,3,18,33,True,clear,29.6,False,0.522,high,15.7,10,12,30,40,0.75,deployed,0,reroute_check
trip-005150,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,18,39,True,clear,29.6,False,2.512,medium,20.5,13,11,32,40,0.8,deployed,0,monitor
trip-005151,2026-07-07,1,False,C1,BUS-103,terminal,0,18,30,True,clear,29.6,False,0.0,high,3.2,14,0,14,40,0.35,deployed,0,on_schedule
trip-005151,2026-07-07,1,False,C1,BUS-103,dpulze,1,18,36,True,clear,29.6,False,0.603,medium,5.6,17,3,28,40,0.7,deployed,0,on_schedule
trip-005151,2026-07-07,1,False,C1,BUS-103,mmu,2,18,42,True,clear,29.6,False,1.149,medium,6.8,14,7,35,40,0.875,deployed,0,monitor
trip-005151,2026-07-07,1,False,C1,BUS-103,cyberia,3,18,48,True,clear,29.6,False,0.522,high,12.1,14,9,40,40,1.0,deployed,0,add_bus
trip-005151,2026-07-07,1,False,C1,BUS-103,shaftsbury,4,18,54,True,clear,29.6,False,2.512,medium,14.8,25,7,48,40,1.2,deployed,0,add_bus
trip-005152,2026-07-07,1,False,C1,BUS-101,terminal,0,18,45,True,clear,29.6,False,0.0,medium,1.7,12,0,12,40,0.3,deployed,0,on_schedule
trip-005152,2026-07-07,1,False,C1,BUS-101,dpulze,1,18,51,True,clear,29.6,False,0.603,medium,3.9,12,3,21,40,0.525,deployed,2,on_schedule
trip-005152,2026-07-07,1,False,C1,BUS-101,mmu,2,18,57,True,clear,29.6,False,1.149,high,7.7,13,6,28,40,0.7,deployed,1,on_schedule
trip-005152,2026-07-07,1,False,C1,BUS-101,cyberia,3,19,3,False,clear,29.6,False,0.522,low,9.3,9,6,31,40,0.775,deployed,0,monitor
trip-005152,2026-07-07,1,False,C1,BUS-101,shaftsbury,4,19,9,False,clear,29.6,False,2.512,low,9.9,10,10,31,40,0.775,deployed,0,monitor
trip-005153,2026-07-07,1,False,C1,BUS-102,terminal,0,19,0,False,clear,29.6,False,0.0,low,0.0,7,0,7,40,0.175,deployed,0,on_schedule
trip-005153,2026-07-07,1,False,C1,BUS-102,dpulze,1,19,6,False,clear,29.6,False,0.603,low,0.3,7,2,12,40,0.3,deployed,0,on_schedule
trip-005153,2026-07-07,1,False,C1,BUS-102,mmu,2,19,12,False,clear,29.6,False,1.149,low,0.3,8,3,17,40,0.425,deployed,0,on_schedule
trip-005153,2026-07-07,1,False,C1,BUS-102,cyberia,3,19,18,False,clear,29.6,False,0.522,low,1.3,4,3,18,40,0.45,deployed,0,on_schedule
trip-005153,2026-07-07,1,False,C1,BUS-102,shaftsbury,4,19,24,False,clear,29.6,False,2.512,low,1.7,7,1,24,40,0.6,deployed,0,on_schedule
